sentence,aspect,sentiment
Tiền nào của đấy màn hình fake,Display,negative
"Đúng với mô tả: Đúng 
Tính năng nổi bật: Không có 
Chất lượng sản phẩm: Tốt
Chất lượng so với mức giá là tuyệt vời. Đa nhiệm đặc biệt tốt. Nhược điểm là camera và màn hình. Sử dụng làm máy phụ rất tốt",Price,positive
"Nhóm màu: Teal 
Dung lượng lưu trữ: 256gb gửi sản phầm về sử dụng lỗi, đưa ra kiểm tra chất lượng thì bảo bình thường xong lhoong đồng ý yêu cầu trả hàng. Rồi giờ bắt đưa lên apple kiểm tra gì gì đó. Bỏ tiền mua phiền chứ mua trong khi lỗi không phải do mình ⚡ 
Hiệu suất: Sử dụng bị lỗi yêu cầu trả hàng thì không",Price,negative
"Máy nguyên seal chuẩn chính hãng, màu champagne xinh lắm rất",Design,positive
Nhóm màu: Xanh chất lượng sản phẩm bình thường phù hợp với giá tiền giao hàng nhanh chóng có,Shipping,positive
Sản phẩm tốt đúng mô tả,General,positive
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Chiến game mượt sử dụng một thời gian mới biết",Performance,positive
"Tính năng nổi bật: Tốt 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Tốt
Giao hàng nhanh đúng ngày. Chất lượng cũng tốt trải nghiệm mới biết",Shipping,positive
Cửa hàng uy tín đóng hàng cẩn rất cẩn thận... Có dịp sẽ ủng hộ cửa hàng thêm nữa hi,Packaging,positive
Máy sử dụng được trong tầm giá học sinh sinh viên,Price,positive
Giao hàng cho khách mà máy không còn tý pin nào. Chắc là hàng tân trang của xiaomi,Battery,negative
Giao hàng trong khung giờ ước tính.,Shipping,neutral
Camera selfie làm mịn quá mức mất chi tiết. Ảnh chụp ra quá ảo. Chỉ số chống nước không đáng tin cậy. Phần mềm chạy không ổn định hay bị văng ra. Chăm sóc khách hàng khó liên hệ qua điện thoại. Giao hàng rất lâu gần 10 ngày,General,negative
"Hiệu năng hơi kém, dưới mức tạm được. Màu sắc máy ngoài đời xấu hơn. Pin sạc đầy rất lâu. Chăm sóc khách hàng hứa hẹn rồi mất tăm. Vận chuyển không có mã theo dõi",Performance,negative
Mình mua lần đầu. Thấy cũng ok á. Nhưng chưa bít chính sách bảo hành thế nào,General,positive
Camera trước bệt màu và thiếu chi tiết. Ảnh selfie bị làm mịn quá mức. Chất lượng video selfie tệ. Chụp ảnh tự sướng xấu. Shipping quá trễ,Shipping,negative
"Màu sắc: Đen 
Phân loại: Nguyên seal máy đã active sẵn, còn lên luôn miui14. Thích ở bản cũ hơn vì đã lên rồi là không xuống được. Máy đẹp không trầy xước",Design,positive
"Mua giúp bạn với giá 17.1tr thấy giá cũng ổn. Hộp được bọc tốt không móp méo, ngoại hình mở ra tốt. Tuy nhiên bạn trải nghiệm kêu máy nghe nhạc rất nóng. Tần số 60hz khi lướt thấy giật lắm",Display,negative
"Nhóm màu: Black 
Dung lượng lưu trữ: 128gb dung lượng lưu trữ cao, thiết kế đẹp mắt, thời lượng pin lâu dài,",Design,positive
Máy đẹp nguyên seal có đặc phải đợi hơi lâu thôi mình thấy nhiều chỗ bán phải rạch seal rồi dán tem làm mất thẩm mỹ máy,Design,positive
"Hiệu năng thì mình chưa thử với các ứng dụng đồ họa nặng, sẽ đánh giá sau.",Performance,neutral
Ngon bổ rẻ nha mọi người. Hy vọng dịch vụ hậu mãi tốt nữa là tốt,Price,positive
Hình ảnh chỉ mang tính chất nhận xu. Sản phẩm chất lương vận chuyển không hư hao. Ship nhanh,Shipping,positive
Sản phẩm được giao nhanh.,Shipping,positive
"Nhóm 
Màu sắc: Màu ngẫu nhiên sản phẩm: Giá rẻ mà điện thoại sử dụng rất tốt,máy mua cho ng lớn sử dụng. Pin tốt màn hình đẹp. Nhân viên giao hàng nhiệt tình. Thái độ phục vụ tốt",Battery,positive
"Giao hàng nhanh chóng, đóng gói cẩn thận, chất lượng sản phẩm tốt, đúng như miêu tả",Shipping,positive
"Chất lượng sản phẩm khá tốt. Hàng sau khi nhận hài lòng. Chất lượng thì mới sử dụng nên chưa đánh giá dược. Về giá cả so sánh thì thấy rẻ hơn các cửa hàng khác. Thời gian tư khi đặt hàng đến khi nhận hàng tuy đặt hỏa tốc nhưng mất 3 ngày, sản phẩm được cửa hàng chuẩn bị đóng gói khá cẩn thận. Sẽ tiếp tục ủng hộ mua hàng của cửa hàng.",Price,positive
"Tính năng nổi bật: Sản phẩm chất lượng 
Chất lượng sản phẩm: Tốt 
Đúng với mô tả: Chuẩn mình rất hài lòng về sản phẩm. Cửa hàng làm ăn uy tín sẽ ủng hộ cửa hàng dài. Cam on nhiều",General,positive
"Mới mua lần đầu, điện thoại nguyên seal. Ok",Packaging,positive
"Color family: Color random sản phẩm: Tuyệt vời,đã nhận sản phẩm của cửa hàng gửi. Đúng chuẩn máy đã đặt hàng, máy mới chính hãng, cửa hàng uy tín, sản phẩm đẹp hợp thoi trang, giá cả bình dân. Đã sử dụng 1 thời gian thấy rất ổn định. Cửa hàng tư vấn nhiệt tình, có tặng rất nhiều voucher hậu mãi. Tháng sau sẽ ủng hộ cửa hàng thêm con máy nữa. Tặng cửa hàng 5 sao.",Price,positive
Để test 1 tg xem ntn đã nhưng cửa hàng nhắn tin trả lời nhanh và nhiêut tình ship khá nhanh cho 5 sseo,Shipping,positive
"Đúng với mô tả: Đúng 
Chất lượng sản phẩm: Đẹp, tốt 
Tính năng nổi bật: Điện thoại hiệu năng cao điện thoại đẹp, nhìn na ná các dòng điện thoại cao cấp. Hiệu năng rất tốt trong tầm giá này. Nên mua nhé mọi người",Design,positive
"Thời lượng pin ở mức trung bình, đáp ứng nhu cầu sử dụng trong ngày. Màn hình có độ sáng vừa phải, đủ nhìn trong nhà.",Battery,neutral
"Cảm giác pin tuột hơi nhanh, để 1 đêm 7h mất 1%, máy cũ lúc mới mua không mất % nào còn lại thấy khá ổn",Battery,negative
"Máy đẹp xịn, săn sale bản 12/256 6tr8. Quá ngon trong tầm giá, mọi thứ ok, cam ok luôn, pin 6000mah nhưng chắc tầm 5400mah",Battery,neutral
Giá sản phẩm đúng như niêm yết. Chính sách bảo hành mình sẽ xem xét sau.,Shop_Service,neutral
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb dung lượng lưu trữ đủ sử dụng., các tính năng đột phá, yêu cổng usb-c!,",General,positive
"Mức giá với con máy này khá ổn áp, đẹp, đầy đủ phụ kiện, có nhiều tính năng … dung lượng lớn. Mới test thấy khá ổn",Design,positive
"Phần mềm lỗi vặt, nhiều app bị treo. Khác với mô tả hệ điều hành ổn định. Tính năng đồng bộ cloud thất thường. Sau cập nhật máy lag hơn, chăm sóc khách hàng chỉ dẫn chung chung",Shop_Service,negative
"Chất lượng sản phẩm: Máy đẹp như trên ảnh 
Đúng với mô tả: Màu xanh dương cửa hàng giao hàng nhanh chóng, cảm ơn",Shipping,positive
"Điện thoại ve su dung zalo ma may bao loi,phai ra tiem chay lai phan mem…….",General,negative
"Khả năng lưu trữ: 32gb 
Nhóm màu: Nhiều màu máy tốt theo tầm giá. Vậy là hợp lý rồi. Cửa hàng nhiệt tình. Tặng cửa hàng 5 sao. Nhân viên giao hàng cực kỳ dễ thương.",Shipping,positive
"Tính năng nổi bật: Pin trâu 
Đúng với mô tả: Quá tốt 
Chất lượng sản phẩm: Tốt
Chỉ 2t5 có máy màn hình lớn,pin trâu bò heo chó sử dụng cơ bản đọc báo xem phim thì quá tốt luôn,ace nào mua về xóa bớt app trên máy thì máy mượt lắm không khác gì máy cao cấp,mọi người nên mua sử dụng máy ngon lắm khỏi lăn tăn suy nghỉ. Và nhất là có nfc định danh trên máy khỏi đem giấy tờ theo,chừng đó không là đủ tốt rồi,quá ngon đi.",Display,positive
"Máy đẹp, còn nguyên seal. Phù hợp cho nhu cầu sử dụng để vừa chơi game ổn, chụp ảnh ngon và mượt với mức giá khá rẻ mọi người tranh thủ đang sale để rước em nó về nhé.",Performance,positive
Trải nghiệm camera selfie tệ. Ảnh selfie khác ảnh quảng cáo. Camera thiếu chi tiết + màu giả. Selfie bị mịn quá mức mất chi tiết màu sai. Pin và hiệu năng bình thường nhưng không nổi bật. Đóng gói sơ sài ship tới muộn. Chăm sóc khách hàng hỗ trợ chậm và không có giải pháp hữu hiệu,Performance,neutral
"Điện thoại tốt, mượt, giá tốt hiệu năng tốt, gọn nhẹ, chống nước, mọi thứ đều ok, cửa hàng giao hàng nhanh",Performance,positive
Mới đầu nhận đơn hàng thấy cái hộp to đùng giật mình. Khui ra cửa hàng tặng cái mũ bảo hiểm. Ngon. Mũ chắc chắn. Điện thoại nguyên siu. Với tầm giá 1tr6 anh em không lên mong đợi nhiều. Dùng shoppe bị lag,Price,positive
"Mới nhận,giao hàng nhanh,đóng gói cẩn thận,chưa dùng không biết sao,đánh giá xong dùng quay lại",Shipping,positive
"Cửa hàng uy tín, đúng hàng đã đặt điện thoại đẹp, giá hợp lý",Price,positive
"Màu sắc: Xanh matcha 🔋 
Thời lượng pin: Sử dụng 2 ngày mới hết rất ấn tượng 📸 
Chất lượng camera: Chuẩn 50m đẹp. ⚡ 
Hiệu suất : Lướt mạng xã hội nhanh nói chung nhanh đẹp cấu hình vừa phải chơi game hơi kém nhé bên vận chuyển rất kém hàng móp méo vào cả hộp máy điện thoại... May không sao",Shipping,negative
"Color: Đen-2xl thiết kế phong cách và hợp thời trang,",Design,positive
"Variation3: Mỹ 2 sim 99% 128gb cám ơn cửa hàng đã nhiệt tình tư vấn và ship cho máy màu hồng đờn ông rất đẹp. Máy 99% cửa hàng cam kết không trầy xước nhưng vẫn xước gần cụm camera và nắp lưng kha khá, máy vẫn còn silk thân máy, chân sạc còn mới. Phụ kiện có sạc cáp lởm. Test thử pin tốt, không nóng máy, mọi thứ ổn. Sử dụng app bank ổn chứ không giống máy hàn trước mình mua bị root. Trước có mua tablet của cửa hàng cũng phân loại 99% mà hông máy bị gai đường keo và xước mặt kính + lưng nhiều nên hông vui lắm nhưng sử dụng thời gian thấy máy hoạt động mượt mà theo năm tháng nên bỏ qua hết. Tầm giá tiền này máy sử dụng mượt với pin trâu là được. Dựng hay không cũng được sử dụng cũng được 2-3 năm là ổn rồi. :))) cửa hàng nhiệt tình. Đóng gói và quay video cẩn thận. Mọi thứ cảm quan tốt tạm cho cửa hàng 5 sao. Sử dụng time nữa nếu vẫn thấy tốt sẽ ủng hộ thêm. Cám ơn cửa hàng.",Performance,positive
Máy đẹp như quảng cáo. Chạy mượt chụp ảnh đẹp. Giá lại rẻ mọi người mua nhanh không hết. Chủ cửa hàng nhiệt tình có tâm. Chúc cửa hàng buôn bán ngày càng phát đạt,Camera,positive
Cửa hàng đóng gói kỹ và giao hàng siêu nhanh. Chỉ có 1 ngày đã có. Mượt với các tác vụ thông thường trong tầm giá. Có đầy đủ chplay,Performance,positive
Sản phẩm được đóng gói cẩn thận và vận chuyển tốc độ nhanh ngoài ra thì chất lượng tốt giá cả hợp lý nói chung hài lòng xin cảm ơn rất nhiều hẹn gặp lại lần sau,Shipping,positive
"Sản phẩm sử dụng oke hợp với giá tiền nha, hình ảnh chỉ mang tính chất minh hoạ thoi ạ",Price,positive
"Nhóm màu: Desert 
Dung lượng lưu trữ: 256gb 🔋 
Thời lượng pin: Tốt 📸 
Chất lượng camera: Chính hãng miễn bàn ⚡ 
Hiệu suất: Hàng new rất tốt tin tưởng cửa hàng bán chính hãng",Camera,positive
"Color family: Yellow storage capacity: 6gb+128gb giao hành rất nhanh, mới sử dụng nhưng thấy ổn, sẽ cập nhật sau thời gian sử dụng. Ảnh chụp mang tính chất nhận coin",Shipping,positive
"Sản phẩm vừa đến tay, đang sử dụng.",General,neutral
"Chất lượng sản phẩm: Kém 
Đúng với mô tả: Không 
Tính năng nổi bật: Không lên với giá tiền này thì mình không đòi hỏi nhiều 😗😆😆 mua rẻ thì cũng hên sui xác định bật được 15 phút xong khỏi lên luôn xạc pin không lên nguồn luôn cửa hàng nên làm ăn lại mình cũng không yêu cầu hoàn trả nhưng làm ăn không có tâm hihi mọi người cân nhắc trước khi mua",Price,positive
Đã nhận hàng. Máy nóng gian pin tụt như nước lũ,Battery,negative
"Camera đêm thiếu sáng rõ, pin hao sử dụng bản đồ. Giao hàng chậm 11 ngày, đóng gói mỏng gây nứt viền.",Camera,negative
"Chất lượng sản phẩm: Khá tốt 
Đúng với mô tả: Có mình thấy máy sử dụng ở mức tốt trong tầm giá, nhưng mà chỉ nên sử dụng 1 trình duyệt ví dụ chỉ call mess và không được làm gì khác vì máy sẽ chậm. Máy đôi khi bị chớp màn, trong khoảng 1-2s. Dung lượng pin tốt. Nếu nhu cầu là 1 con máy rẻ, sử dụng khá tốt thì con này đáp ứng được",Display,negative
"Máy ngoại hình đẹp cận 99% cửa hàng chu đáo có tặng kèm ốp lưng, cường lực, bộ sạc cửa hàng hỗ trợ nhiệt tình, uy tín cảm ơn cửa hàng rất nhiều. Lần sau có dịp sẽ ủng hộ tiếp",Design,positive
Máy nóng khi sạc. Hiệu năng giảm rõ rệt sau vài tháng. Pin tụt nhanh khi chơi game. Máy giật đơ liên tục. Pin chỉ sử dụng được 3 tiếng là hết. Chăm sóc khách hàng không phản hồi tin nhắn,Battery,negative
Da nhan duoc hang âm thanh không lớn lắm mới nguyen máy mới nhưng thấy pin tụt khá nhanh cài đặt 3 4 phút mất 2%pin. Ổn vs gia 3.500,Battery,negative
Sản phẩm: Sản phẩm giả mạo đặt vivo y11 gửi y66 con mẹ mày,General,negative
Pin sạc nhánh rất tốt để chơi game.,Battery,positive
"Ê ưng nhaaaa giá quá tốt, loa to, lướt nhanh, xem phim màn rộng, rất tốt luôn, như mới, m mua cho mẹ nội, nhận hàng rất hài lòng, sẽ mua lại cho mẹ ngoại 1 cái như vậy nữa cửa hàng ơiii cửa hàng có tâm nữa, mọi người nên mua, m đọc đánh giá các cửa hàng lòi pẹ mắt mới quyết định mua ở đây á",General,positive
Bạn ơi máy hỏng rồi giúp mình với,General,negative
"Điện thoại mượt mà, giá quá ổn, pin ổn. Cửa hàng tư vấn nhiệt tình và vui vẻ. Cảm ơn!",Performance,positive
Giao sai màu. Nhưng chấp nhận. Mua vào giờ được tặng kèm thì không có sản phẩm tặng kèm. Lúc tích mua thấy tích sẵn rồi. Lên đơn thì không. Vấn đề này là ở kênh shopee hay của ng bán hàng. Người giao hàng 5 sao. Sản phẩm hao pin rất nhanh dù cho chỉ sử dụng 1 game. 3 sao nhà bán hàng 1 sao ( vì có trả lời tin chat) còn không trả lời thì chẳng có gì để nói( 0*) shopee: 1 sao. Đơn hàng khuất tất!!!! cá nhân người mua vì không xem lại đơn hàng nên chấp nhận hàng này. Không trả hàng. Chốt: Không bao giờ ghé trang bán hàng này!,Battery,negative
"Màu sắc: Xanh lá 
Phân loại: Máy fullbox 256gb chất lượng: Máy đẹp mỗi tội giao hàng hơi lâu xíu.............",Shipping,negative
Ngoại hình: Đẹp trên 95% nói chung là hợp voi số tiên bộ ra,Price,positive
"Giao hàng nhanh, sản phẩm chính hãng, máy đẹp, uy tín",Shipping,positive
"Màu sắc: Bạc 
Phân loại: Fullbox mới thích màu bạc của điện thoại., chống nước là một điểm cộng., thiết kế mỏng nhẹ, rất đẹp!, phiên bản quốc tế tuyệt vời với khả năng tương thích toàn cầu., chất lượng camera ấn tượng., thời lượng pin lâu dài., phiên bản quốc tế tuyệt vời với khả năng tương thích toàn cầu., màn hình tuyệt vời với tần số làm mới 90hz., giá trị tuyệt vời cho số tiền bỏ ra.,",Battery,positive
"Nhóm màu: Xanh ngọc dung lượng: 4gb/64gb cảm biến vân tay, màn hình hd+ 6.7 inch, thiết kế hiện đại....",Display,positive
"Cập nhật phần mềm xong là hỏng đúng không có. Lúc mới mua về máy sử dụng tạm ổn. Sau khi có thông báo cập nhật hệ điều hành, mình cho cập nhật lên thì máy bắt đầu lỗi tùm lum, pin tụt nhanh hơn và còn bị treo logo. Giờ thành cục gạch đúng nghĩa.",General,negative
"Nhóm màu: Natural 
Dung lượng lưu trữ: 256gb giao hàng nhanh chóng và hiệu quả, màn hình lớn với hiển thị sống động",Shipping,positive
"Sản phẩm như mô tả, chất lượng và giá cả phù hợp, cửa hàng đóng gói chắc chắn, giao hàng nhanh.",Price,positive
"Chất lượng sản phẩm: Tốt
Giao hàng nhanh, sản phẩm giống như mô tả, giá cả hợp lý, đáng mua.",Shipping,positive
"Pin tụt nhanh khi để không. Pin chờ tệ. Hao pin ẩn, quản lý pin kém. Qua đêm pin mất gần 20%, không hiểu máy bị lỗi gì. Chăm sóc khách hàng chỉ bảo cập nhật phần mềm nhưng không cải thiện",General,negative
"Vừa nhận được hàng, mẫu mã đẹp, độ bền chờ kiểm chứng. Hơi lâu nhưng cũng ưng bụng",Design,positive
"Màu sắc: Đen 
Phân loại: Fullbox mới thời lượng pin lâu dài., giá trị tuyệt vời cho số tiền bỏ ra., phiên bản quốc tế tuyệt vời với khả năng tương thích toàn cầu., thời lượng pin lâu dài.,",Price,positive
"Chăm sóc khách hàng từ chối đổi mới, pin lẹt đẹt trên 5g. Camera xóa phông nền lòe loẹt, đóng gói sử dụng giấy vụn.",Camera,negative
"Xài OK pin trâu 2 ngày mấy nếu lướt Facebook Màn đep chưa thấy xọc màn, lướt mượt mà camera ổn áp, cầm nhẹ tay",Camera,positive
"Đã nhận được hàng, tổng quan mới dùng nên chưa đánh giá được nhiều, đóng gói cẩn thận, máy dùng không chơi game, chỉ chụp chẹt, zalo Facebook, ngân hàng các kiểu",Packaging,positive
Màn hình của thiết bị này có kích thước 6.5 inch.,Display,neutral
"Cửa hàng bán hàng có tâm nha, trước khi gửi đi có gửi clip, hình ảnh chụp cho mình trước. Sản phẩm 97% mà mới như 99%. Giá cả rẻ so với thị trường, uy tính. Xài gần 1 tháng rồi không lỗi lầm mà rất ngon",Price,positive
"Chất lượng sản phẩm: Máy đẹp giao hàng nhanh, máy sử dụng ổn mua cho ba mẹ sài thì tốt sử dụng thời gian xem sao",Shipping,positive
"Sản phẩm fullbox, hàng chính hãng. Chất lượng phù hợp trong tầm giá. Giao hàng nhanh",Price,positive
"Màu máy: Màu xanh sản phẩm: Samsung a50s 4/64gb sản phẩm nhận được ưng ý hêt sức vậy á chất lượng cao nha,pin bọng khá tốt,cam thì siêu nét rồi,giá thì tốt so với sàn,mà quan trọng là rất tốt luôn ý. Mọi người nếu cần sản phẩm tốt mà giá hời thì nên sắm em này sử dụng yết vivu luôn á,cảm ơn cửa hàng cute nhoa 😍,mình sẽ giới thiệu cho họ hàng nè ka ka ka",Battery,positive
Do cần gấp nên mình đã tự chạy lại kho để lấy hàng. Lúc đầu trải nghiệm thì thấy máy mượt. Camera ổn trong tầm giá. Nói chung với giá này thì không yêu cầu cao,Camera,positive
"Đồ hoạ thấp, cam mờ tịt. Nhưng mà sử dụng để chơi game nên chấp nhận. Vào game thì max đồ hoạ không được bằng iphone8plus. Được cái dung lượng cao",Camera,negative
"Máy lag. Không đúng quảng cáo. Pin yếu. Hiệu năng không ổn định, hay treo. Pin tuột không phanh. Đóng hàng không có tem bảo hành. Ship chậm. Chăm sóc khách hàng trả lời hời hợt",Battery,negative
"Màu sắc: Màu ngẫu nhiên sản phẩm: Giờ mới có thoi gian đánh giá, máy đẹp, mượt,sử dụng từ lúc mua đến giờ rất tốt, sẽ ủng hộ tiếp.5 sao",Design,positive
Đúng như mô tả 👍 Mình chỉ khuyên các bạn mua bản 4G (KHÔNG có 5G!) này nếu các bạn muốn một con máy phụ với giá vô cùng rẻ và không phiền màn ám (đã chụp ảnh như trên).,Display,negative
"Vân tay và face unlock nhận kém, phải nhập mã PIN. Mở khóa chậm gây bất tiện. Bảo mật sinh trắc không ổn định",General,negative
"Chụp đêm noise nặng chế độ nightmode hứa hẹn nhưng không ảnh đêm rất tệ, mất chi tiết, màu sai",Camera,negative
Chăm sóc khách hàng từ chối camera portrait mờ pin tụt đột ngột,Shop_Service,negative
Đóng gói cẩn thận máy hơi chậm phím nghe gọi có dấu hiệu yếu lúc nhận lúc kg nhìn chung vỏ máy bên ngoài ổn,Packaging,positive
"Máy nguyên seal chuẩn chính hãng, màu champagne xinh lắm rất",Packaging,positive
Chất lượng chỉ ổn so với giá bán thôi còn thông số của máy mình thì ảo nha. Mình sử dụng devcheck kiểm tra thì thông số thực tế chỉ còn 4/64 thôi,Price,positive
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Pin trâu 
Đúng với mô tả: Đúng màn hình độ sáng hơi thấp,ra ngoài là không thấy gì luôn",Display,negative
"Nay mới lên bài đánh giá được nè cửa hàng. Cửa hàng giao hàng rất nhanh, đặt 20.6, đến chiều 25.6 gởi hàng thì sáng 27.6 đã nhận được hàng rồi. Hàng nguyên seal, máy rất đẹp, cầm nắm chắc chắn, sạc nhanh, tính năng giải trí tốt. Máy này ăn tiền ở chip Snap 8 gen 3 & chip Q2, có thể kích nội suy 120fps hầu như tất cả game. Dùng làm máy phụ bắn Pubg Mobile rất ngon ạ. Sẽ còn ủng hộ cửa hàng nhiều, uy tín nha mọi người.",Design,positive
Ghn sản phẩm nhìn ổn áp hoàn thiện cửa hàng nhiệt tình. Của tốt sử dụng bền sẽ ủng hộ tiếp,Shop_Service,positive
"Dở tệ sai lệch dở đóng gói kém. Pin yếu, sạc lâu.,",Packaging,negative
"Nhóm màu: Màu bạc 
Dung lượng lưu trữ: 256gb mọi thứ đều hài lòng ngoại trừ việc đặt máy màu xám mà cửa hàng chọn cho con máy màu đỏ đô (mình con trai mà sử dụng điện thoại màu đỏ thì hơi quan ngại thật. Kaka. Mà không sao mua thêm cái ốp lưng để giải quyết cái màu. Biết mình ở xa cửa hàng có tâm chọn máy ngoại hình mới keng. Sử dụng khoảng 1 tuần thấy mọi thứ đều tốt. Pin trâu, màn hình đẹp, camera siêu nét, loa nghe nhạc rất hay. Mình ít chiến game, sử dụng youtube, facebook các kiểu vẫn mát mẻ. Nói chung là hài lòng. Cảm ơn cửa hàng đã bán con máy chất lượng. Hy vọng sau này mọi thứ vẫn ổn",Display,positive
Nhóm màu: Đen sạc 33w. Ram 6g sử dụng tam cũng ổn. Pin cũng được cả ngày. Sale re mua luon ne,Battery,positive
Thời gian sạc đầy pin của máy mất khoảng 2 tiếng với củ sạc đi kèm.,Battery,neutral
"Hỏng hóc không đúng camera vỡ hình, hiệu năng ì ạch",Performance,negative
"Nhóm màu: Yellow 
Dung lượng lưu trữ: 128gb thiết kế đẹp mắt, tính năng sạc nhanh, chất lượng camera ấn tượng, các tính năng đổi mới, giá trị tuyệt vời cho số tiền,",Battery,positive
"Sản phẩm có mẫu mã đẹp và chất lượng ổn so với giá thành rẻ, cửa hàng đóng gói và giao hàng nhanh",Packaging,positive
Pin bị chai sau 6 tháng sử dụng. Pin không được 4000mah như quảng cáo. Hiệu năng giảm sau sạc. Pin yếu không đủ dùng cả ngày. Đóng gói quá sơ sài không có chống sốc,Battery,negative
Gửi hàng nhanh. Đúng mẫu mã. Hàng chính hãng. Đã đăng ký bảo hành giá rẻ cho một chiếc điện thoại Xiaomi tầm trung nhiều ưu điểm tặng sóp năm sao,Shop_Service,positive
"Máy mạnh nhất trong tầm giá,Genshin Impact max setting phà phà,không quá nóng,pin trâu,sạc siu nhanh. Xài poco x3 pro nhảy 1 phát lên x7 pro,phải nói là nó xài đã gì đâu",Battery,positive
Giao hàng đúng như mẫu. Gói cẩn thận. Mua tặng nên chưa dùng thử.,Shipping,positive
Nhận được hàng rồi đóng gói cẩn thận. Ship nhanh và đủ. Hài lòng,Shipping,positive
"Nhanh chóng, shipper thân thiện dễ mến Đóng gói cẩn thận, có thể thấy tâm huyết của người bán. Hộp không bị móp méo, vận chuyển rất tốt. Thời gian giao hàng nhanh chóng, tôi không phải chờ đợi quá lâu để nhận sản phẩm. Chất lượng sản phẩm vượt mong đợi. Tôi rất hài lòng với trải nghiệm mua hàng này. Sản phẩm chất lượng tốt, đóng gói cẩn thận, giao hàng nhanh. Đã mua lần thứ 3 và vẫn rất hài lòng. Sản phẩm được giao nhanh và đóng gói chắc chắn.",Packaging,positive
Đóng hàng kém. Không đúng mẫu. Hiệu năng ì ạch. Đóng gói bị rách hộp. Máy chậm. Pin hao nhanh. Ship trễ. Camera chụp bị ám vàng,Performance,negative
"Hàng chất lượng, cửa hàng đóng gói cực kì cẩn thận, shipper thân thiện giao hàng nhanh ạ.",Shipping,positive
"Nhóm màu: Pink 
Dung lượng lưu trữ: 128gb thật lần đầu em mua trên mạng nhiều lần nhưng bỏ hơn 20 triệu cũng sợ lắm lúc khui hàng quay video nhưng gói hàng kỹ lưỡng,sáng kiếm iphone 13 cửa hàng sale nữa giá 22.490 trong những nới khác màu hồng đang hết hàng mừng xỉu cửa hàng soạn cho e nhiệt tình tư vấn cho em,từ gói bảo hành với cả giấy tờ thương cửa hàng",Shop_Service,positive
Cửa hàng giao hàng nhanh shiper nhiệt tình cửa hàng hỗ trợ tốt sản phẩm chất lượng,Shipping,positive
Phần mềm đi kèm các tính năng theo phiên bản tiêu chuẩn.,General,neutral
"Dung lượng lưu trữ: 32g camera mờ đốm ⚡ 
Hiệu suất: Mới sử dụng mà lag lên lag xuống màn hình lâu lâu hơi đơ cảm ứng",Display,negative
"Ngoại hình như mới, chức năng máy đều ok. Cửa hàng giao hàng nhanh, đóng gói chống sốc đầy đủ.",Design,positive
"Color family: Random color sản phẩm: Vượt mong đợi, máy sử dụng rất ổn, cấu hình thì không cần phải bàn, bề ngoài đẹp,giá cũng hợp lý.",Design,positive
Ah em mua nho can than nha co may loi dung cung không được dau,General,negative
"Hiệu năng không ổn định, lúc nhanh lúc chậm bất thường. Pin sụt không phanh khi sử dụng 4g. Đóng gói không chắc chắn, sản phẩm bị xê dịch bên trong hộp.",Battery,negative
"Màu sắc: Bạc 
Phân loại: Nguyên seal tốt mọi thứ đều tuyệt vời",General,positive
"Màu sắc: Đen 
Phân loại: Nguyên seal chất lượng đáng tiền nên mua",Price,positive
"Sản phẩm đúng mô tả, giá săn sale hời. Cửa hàng uy tín anh em nên mua",Price,positive
"Máy ngoại hình mới 98-99%, mượt, 2loa to rõ. Pin khá trâu, maxsetting liên quân 13p hết 5%, dùng sạc Anker 65w mấy nhận turbopower, khoảng 1p được 1%. Nhận thông báo bình thường. Hài lòng sản phẩm.",Design,positive
Loa ngoài kêu rè rè. Xem video. Youtobe loa bị rè,General,negative
"Ngoại hình chuẩn 99%, kiểm pin sạc 36 lần, dung lượng 99% như thông tin của cửa hàng. Hỗ trợ nhiệt tình",Shop_Service,positive
"Chất lượng sản phẩm: Tốt 
Tính năng nổi bật: Lag 
Đúng với mô tả: Hơi lag nhe tưởng có bản 64g hoá ra 2/32 sử dụng rất chán",Performance,negative
Thiết kế sản phẩm có kiểu dáng tương tự các mẫu trước đó.,Design,neutral
"Chất lượng tốt máy ngon trong tầm giá, camera đẹp màn chất lượng nói chung ngon. Lần đầu mua máy trên shoppe nên không có gì bàn, mong cửa hàng vẫn luôn duy chì chất lượng sản phẩm ạ. Chúc cửa hàng buôn may bán đắc",Display,positive
"Nhóm màu: Loại 
Phân loại sản phẩm: Xanh cửa hàng đóng gói kĩ, gửi hàng nhanh nên hôm nay lazada giao rồi. Cảm ơn cửa hàng. Điện thoại nhận ổn màu đẹp. Hi vọng ba mình sử dụng bền",Shipping,positive
"Giao hàng đủ, máy đẹp. Hàng chính hãng, giá tốt",Price,positive
Hiệu năng không ổn định hay bị tụt fps. Camera chụp thiếu sáng tệ. Sạc nhanh lúc hoạt động lúc không. App ngân hàng hay bị crash. Chăm sóc khách hàng xử lý đổi hàng quá chậm. Giao hàng mất 1 tuần mới tới,Shipping,negative
